frame,dx,dy,dz
455,-0.12292827,-0.01698305,-0.01036334
456,-0.12292259,-0.01709752,-0.01036894
457,-0.13169678,-0.01772466,-0.01198345
458,-0.13174675,-0.01775558,-0.01199281
459,-0.13179867,-0.01780372,-0.01200294
460,-0.13184030,-0.01793116,-0.01201403
461,-0.13186723,-0.01807450,-0.01202393
462,-0.13188745,-0.01822413,-0.01203245
463,-0.13189149,-0.01836548,-0.01203883
464,-0.13189654,-0.01848147,-0.01204318
465,-0.14019726,-0.01701055,-0.01359051
466,-0.14021239,-0.01724550,-0.01360744
467,-0.14025828,-0.01757180,-0.01363426
468,-0.14030303,-0.01790430,-0.01366121
469,-0.14034839,-0.01813231,-0.01368344
470,-0.14038244,-0.01825455,-0.01369679
471,-0.14041653,-0.01830946,-0.01370454
472,-0.14830339,-0.01745444,-0.01533020
473,-0.14832693,-0.01746867,-0.01533407
474,-0.14836457,-0.01747713,-0.01533890
475,-0.14841405,-0.01745277,-0.01534271
476,-0.14845891,-0.01742546,-0.01534659
477,-0.14848921,-0.01740387,-0.01534897
478,-0.14852318,-0.01738285,-0.01535171
479,-0.14854862,-0.01738104,-0.01535380
480,-0.15590273,-0.01835757,-0.01712090
481,-0.15591897,-0.01833597,-0.01712066
482,-0.15593833,-0.01834863,-0.01712310
483,-0.15597470,-0.01835747,-0.01712924
484,-0.15601894,-0.01838620,-0.01713759
485,-0.15608510,-0.01843527,-0.01714939
486,-0.15614963,-0.01847374,-0.01716077
487,-0.15619923,-0.01854771,-0.01717252
488,-0.16318505,-0.01936297,-0.01889366
489,-0.16321041,-0.01936936,-0.01889646
490,-0.16324899,-0.01936118,-0.01890105
491,-0.16328812,-0.01936265,-0.01890796
492,-0.16331922,-0.01935494,-0.01891446
493,-0.16335516,-0.01935183,-0.01892072
494,-0.16338305,-0.01933252,-0.01892483
495,-0.17182282,-0.01834413,-0.02093625
496,-0.17182064,-0.01837336,-0.02093214
497,-0.17181854,-0.01838481,-0.02092749
498,-0.17183501,-0.01839221,-0.02092606
499,-0.17187698,-0.01836310,-0.02092999
500,-0.17192215,-0.01835362,-0.02093381
501,-0.17195584,-0.01834367,-0.02093560
502,-0.17197415,-0.01834171,-0.02093279
503,-0.17784421,-0.02027214,-0.02271491
504,-0.17788217,-0.02031011,-0.02271491
505,-0.17790294,-0.02029950,-0.02270907
506,-0.17793541,-0.02023833,-0.02270061
507,-0.17794365,-0.02019548,-0.02269137
508,-0.18497005,-0.02017070,-0.02473718
509,-0.18494105,-0.02016143,-0.02472347
510,-0.18490787,-0.02014052,-0.02470875
511,-0.18486123,-0.02012854,-0.02469230
512,-0.18482776,-0.02013183,-0.02467841
513,-0.18480705,-0.02011561,-0.02466667
514,-0.18479948,-0.02009586,-0.02465719
515,-0.19098210,-0.02090543,-0.02654743
516,-0.19099414,-0.02093782,-0.02654260
517,-0.19101735,-0.02095136,-0.02653956
518,-0.19104557,-0.02095691,-0.02653807
519,-0.19106399,-0.02095989,-0.02653384
520,-0.19108364,-0.02097156,-0.02653128
521,-0.19109580,-0.02099049,-0.02652657
522,-0.19110251,-0.02101721,-0.02652138
523,-0.19668627,-0.02462007,-0.02861702
524,-0.19667462,-0.02457533,-0.02860242
525,-0.19665247,-0.02455519,-0.02858818
526,-0.19664238,-0.02450769,-0.02857524
527,-0.19663452,-0.02447082,-0.02856338
528,-0.19663064,-0.02441318,-0.02855098
529,-0.19662909,-0.02434859,-0.02853954
530,-0.19664639,-0.02425443,-0.02853292
531,-0.20270144,-0.02422461,-0.03054500
532,-0.20269014,-0.02423448,-0.03053373
533,-0.20267743,-0.02423461,-0.03052157
534,-0.20265648,-0.02425504,-0.03050989
535,-0.20263618,-0.02429283,-0.03049976
536,-0.20263037,-0.02432381,-0.03049296
537,-0.20264164,-0.02433616,-0.03048825
538,-0.20763674,-0.02587560,-0.03237480
539,-0.20759261,-0.02595476,-0.03236204
540,-0.20755018,-0.02604103,-0.03234911
541,-0.20750357,-0.02612867,-0.03233498
542,-0.20746358,-0.02620597,-0.03232330
543,-0.20743449,-0.02625648,-0.03231275
544,-0.20740444,-0.02631700,-0.03230274
545,-0.21290603,-0.02647649,-0.03435034
546,-0.21286427,-0.02652608,-0.03433061
547,-0.21282257,-0.02655645,-0.03431100
548,-0.21277563,-0.02658927,-0.03429180
549,-0.21273734,-0.02663757,-0.03427517
550,-0.21269932,-0.02669648,-0.03426057
551,-0.21724446,-0.02896182,-0.03620940
552,-0.21715729,-0.02917161,-0.03619319
553,-0.21706730,-0.02940677,-0.03617620
554,-0.21697131,-0.02964468,-0.03615689
555,-0.21688330,-0.02988924,-0.03613925
556,-0.21679545,-0.03010041,-0.03612024
557,-0.22188020,-0.02836807,-0.03802538
558,-0.22185935,-0.02836956,-0.03801244
559,-0.22183041,-0.02836776,-0.03799635
560,-0.22180492,-0.02834652,-0.03797954
561,-0.22176994,-0.02833786,-0.03796154
562,-0.22172780,-0.02833270,-0.03794140
563,-0.22168954,-0.02835944,-0.03792191
564,-0.22164334,-0.02842628,-0.03790218
565,-0.22159621,-0.02850882,-0.03788310
566,-0.22154348,-0.02856265,-0.03786349
567,-0.22149999,-0.02860317,-0.03784591
568,-0.22145300,-0.02864046,-0.03782815
569,-0.22138584,-0.02870172,-0.03780872
570,-0.22132561,-0.02878500,-0.03779072
571,-0.22126085,-0.02886472,-0.03777206
572,-0.22120127,-0.02891888,-0.03775305
573,-0.22113510,-0.02899391,-0.03773415
574,-0.22107840,-0.02906373,-0.03771675
575,-0.22101758,-0.02914582,-0.03770143
576,-0.22096571,-0.02920298,-0.03768915
577,-0.22092840,-0.02924777,-0.03767926
578,-0.22090665,-0.02929586,-0.03767049
579,-0.22089462,-0.02933203,-0.03766185
580,-0.22089090,-0.02935940,-0.03765285
581,-0.22089100,-0.02937446,-0.03764486
582,-0.22089382,-0.02940415,-0.03763855
583,-0.22090015,-0.02943297,-0.03763258
584,-0.22090566,-0.02945078,-0.03762603
585,-0.22091374,-0.02947487,-0.03761995
586,-0.22092062,-0.02952924,-0.03761286
587,-0.22092210,-0.02955979,-0.03760523
588,-0.22091886,-0.02956942,-0.03759694
589,-0.22091812,-0.02957392,-0.03758949
590,-0.22091228,-0.02955344,-0.03758049
591,-0.22090197,-0.02953819,-0.03757173
592,-0.22089447,-0.02952465,-0.03756404
593,-0.22089043,-0.02954061,-0.03755563
594,-0.22089087,-0.02960938,-0.03754514
595,-0.22089401,-0.02973433,-0.03753740
596,-0.22090396,-0.02988230,-0.03752977
597,-0.22090940,-0.02999021,-0.03752482
598,-0.22091071,-0.03008167,-0.03752089
599,-0.22091931,-0.03015425,-0.03751916
600,-0.22092615,-0.03021837,-0.03751850
601,-0.22093010,-0.03027472,-0.03752035
602,-0.22093098,-0.03032742,-0.03752369
603,-0.22092569,-0.03038169,-0.03752643
604,-0.22091875,-0.03045136,-0.03752840
605,-0.22090998,-0.03054028,-0.03752989
606,-0.22089680,-0.03063961,-0.03753096
607,-0.22088613,-0.03071696,-0.03753215
608,-0.22087957,-0.03076463,-0.03753465
609,-0.22087282,-0.03080641,-0.03754026
610,-0.22087555,-0.03082557,-0.03755319
611,-0.22088179,-0.03082397,-0.03756571
612,-0.22088842,-0.03082654,-0.03757429
613,-0.22090654,-0.03081514,-0.03757799
614,-0.22092354,-0.03081980,-0.03758156
615,-0.22093336,-0.03085252,-0.03758860
616,-0.22093612,-0.03096628,-0.03759080
617,-0.22093812,-0.03110535,-0.03758860
618,-0.22093634,-0.03126422,-0.03758246
619,-0.22092171,-0.03142356,-0.03757393
620,-0.22088532,-0.03158825,-0.03755867
621,-0.22086060,-0.03170637,-0.03754526
622,-0.22082506,-0.03177813,-0.03752685
623,-0.22078854,-0.03182513,-0.03751069
624,-0.22076415,-0.03180998,-0.03749585
625,-0.22074510,-0.03175356,-0.03747922
626,-0.22073519,-0.03167185,-0.03746200
627,-0.22072256,-0.03159823,-0.03744644
628,-0.22071542,-0.03154864,-0.03743237
629,-0.22070357,-0.03153299,-0.03742009
630,-0.22068271,-0.03153847,-0.03740978
631,-0.22065751,-0.03154040,-0.03739786
632,-0.22063087,-0.03155125,-0.03738886
633,-0.22059992,-0.03159572,-0.03738183
634,-0.22058518,-0.03165261,-0.03737783
635,-0.22056840,-0.03172722,-0.03737348
636,-0.22057270,-0.03176298,-0.03737092
637,-0.22058630,-0.03177000,-0.03736603
638,-0.22059281,-0.03177724,-0.03735912
639,-0.22059713,-0.03181965,-0.03735447
640,-0.22776464,-0.03281051,-0.04069674
641,-0.22773655,-0.03288256,-0.04068476
642,-0.22771677,-0.03291320,-0.04067361
643,-0.22771382,-0.03287938,-0.04066509
644,-0.22771785,-0.03286759,-0.04065835
645,-0.22771779,-0.03284333,-0.04065049
646,-0.22770308,-0.03283208,-0.04064232
647,-0.22767715,-0.03282800,-0.04063135
648,-0.23060857,-0.03350651,-0.04222143
649,-0.23058857,-0.03354942,-0.04220879
650,-0.23056738,-0.03359106,-0.04219747
651,-0.23053320,-0.03362748,-0.04218519
652,-0.23050954,-0.03363931,-0.04217529
653,-0.23050219,-0.03356486,-0.04216975
654,-0.23048180,-0.03349734,-0.04216260
655,-0.23045735,-0.03338808,-0.04215431
656,-0.23339209,-0.03264605,-0.04361469
657,-0.23337178,-0.03268367,-0.04360533
658,-0.23335412,-0.03272168,-0.04359597
659,-0.23333278,-0.03274498,-0.04358602
660,-0.23330832,-0.03277145,-0.04357761
661,-0.23328348,-0.03281877,-0.04357266
662,-0.23509045,-0.03188785,-0.04484648
663,-0.23508141,-0.03197386,-0.04484504
664,-0.23507440,-0.03206506,-0.04484415
665,-0.23506124,-0.03212330,-0.04483938
666,-0.23504500,-0.03214077,-0.04482949
667,-0.23503460,-0.03221438,-0.04482621
668,-0.23660562,-0.03129418,-0.04609227
669,-0.23658934,-0.03138403,-0.04609048
670,-0.23656261,-0.03145114,-0.04608679
671,-0.23651978,-0.03149089,-0.04607683
672,-0.23647808,-0.03153043,-0.04606616
673,-0.23643805,-0.03158690,-0.04605514
674,-0.23640537,-0.03163341,-0.04604554
675,-0.23638123,-0.03165724,-0.04603583
676,-0.23767474,-0.03025325,-0.04722190
677,-0.23768739,-0.03037018,-0.04722738
678,-0.23769251,-0.03039843,-0.04722095
679,-0.23768967,-0.03035240,-0.04720229
680,-0.23767568,-0.03022282,-0.04716909
681,-0.23767595,-0.03019536,-0.04715246
682,-0.23769039,-0.03033466,-0.04716158
683,-0.23831450,-0.02855730,-0.04671764
684,-0.23880133,-0.02674171,-0.04766071
685,-0.23877826,-0.02659945,-0.04764211
686,-0.23879261,-0.02638921,-0.04762089
687,-0.23878141,-0.02618856,-0.04760277
688,-0.23877318,-0.02606458,-0.04760224
689,-0.23876797,-0.02592893,-0.04759943
690,-0.23874614,-0.02582983,-0.04759890
691,-0.23843880,-0.02561266,-0.04859072
692,-0.23836428,-0.02563496,-0.04859656
693,-0.23829915,-0.02568204,-0.04860926
694,-0.23823610,-0.02570434,-0.04862463
695,-0.23816964,-0.02567933,-0.04863584
696,-0.23810411,-0.02565837,-0.04864585
697,-0.23804870,-0.02563304,-0.04865283
698,-0.23799330,-0.02559073,-0.04865509
699,-0.23773877,-0.02433735,-0.04941761
700,-0.23768425,-0.02425558,-0.04941875
701,-0.23762639,-0.02419623,-0.04942328
702,-0.23756705,-0.02414858,-0.04943031
703,-0.23750505,-0.02409358,-0.04943693
704,-0.23744129,-0.02400454,-0.04943883
705,-0.23738653,-0.02388804,-0.04943627
706,-0.23733053,-0.02377578,-0.04942971
707,-0.23695999,-0.02419605,-0.05026454
708,-0.23686616,-0.02408036,-0.05026954
709,-0.23677792,-0.02397545,-0.05027807
710,-0.23668365,-0.02385489,-0.05028707
711,-0.23659518,-0.02373356,-0.05029815
712,-0.23651958,-0.02367577,-0.05030942
713,-0.23644370,-0.02363963,-0.05031812
714,-0.23638800,-0.02363336,-0.05032992
715,-0.23513098,-0.02212539,-0.05082446
716,-0.23506236,-0.02214449,-0.05083895
717,-0.23500393,-0.02218475,-0.05085021
718,-0.23494779,-0.02220893,-0.05085945
719,-0.23488021,-0.02223833,-0.05086547
720,-0.23481961,-0.02227215,-0.05087227
721,-0.23476635,-0.02226851,-0.05087870
722,-0.23339172,-0.02348219,-0.05156791
723,-0.23330307,-0.02340149,-0.05157077
724,-0.23322350,-0.02333480,-0.05157733
725,-0.23313174,-0.02322030,-0.05158085
726,-0.23303720,-0.02312416,-0.05158770
727,-0.23294808,-0.02304811,-0.05159724
728,-0.23287723,-0.02304051,-0.05161107
729,-0.23282270,-0.02308250,-0.05162543
730,-0.23039553,-0.01727792,-0.05168277
731,-0.23029256,-0.01715505,-0.05169308
732,-0.23020385,-0.01707788,-0.05170465
733,-0.23013488,-0.01703084,-0.05172133
734,-0.23009278,-0.01710417,-0.05174685
735,-0.23007061,-0.01721928,-0.05177569
736,-0.22759830,-0.01673667,-0.05185843
737,-0.22748041,-0.01652872,-0.05188692
738,-0.22736844,-0.01634678,-0.05191183
739,-0.22726415,-0.01624475,-0.05193567
740,-0.22718050,-0.01628344,-0.05195987
741,-0.22711863,-0.01645728,-0.05198854
742,-0.22413196,-0.01409761,-0.05216795
743,-0.22400752,-0.01382773,-0.05218917
744,-0.22389509,-0.01363079,-0.05221313
745,-0.22377469,-0.01341666,-0.05223811
746,-0.22367050,-0.01327658,-0.05225992
747,-0.22356975,-0.01321824,-0.05228776
748,-0.22345583,-0.01315997,-0.05231214
749,-0.22335123,-0.01307713,-0.05232972
750,-0.21988322,-0.00829492,-0.05224532
751,-0.21971142,-0.00790618,-0.05226934
752,-0.21957980,-0.00764551,-0.05230480
753,-0.21948147,-0.00746080,-0.05234545
754,-0.21939451,-0.00736845,-0.05238020
755,-0.21931785,-0.00734508,-0.05240655
756,-0.21925470,-0.00735527,-0.05242443
757,-0.21919513,-0.00738739,-0.05243945
758,-0.21542308,-0.00703289,-0.05205089
759,-0.21531330,-0.00677821,-0.05208439
760,-0.21519648,-0.00657373,-0.05212229
761,-0.21507576,-0.00646151,-0.05216885
762,-0.21495925,-0.00638881,-0.05220956
763,-0.21486200,-0.00633400,-0.05224168
764,-0.21476671,-0.00628531,-0.05226630
765,-0.21467514,-0.00630299,-0.05229414
766,-0.21022797,-0.00297925,-0.05206764
767,-0.21008398,-0.00272626,-0.05208939
768,-0.20993486,-0.00245207,-0.05211073
769,-0.20977086,-0.00221038,-0.05213904
770,-0.20959836,-0.00199959,-0.05217415
771,-0.20941082,-0.00177579,-0.05221146
772,-0.20923393,-0.00160256,-0.05225658
773,-0.20904662,-0.00142363,-0.05229360
774,-0.20514676,0.00028735,-0.05190444
775,-0.20499010,0.00051290,-0.05195081
776,-0.20484375,0.00067042,-0.05198550
777,-0.20471200,0.00079338,-0.05201507
778,-0.20458646,0.00089329,-0.05204135
779,-0.20446271,0.00102379,-0.05206835
780,-0.20432720,0.00112097,-0.05209917
781,-0.19924289,0.00147446,-0.05180973
782,-0.19908664,0.00169809,-0.05183899
783,-0.19893134,0.00195479,-0.05186588
784,-0.19878267,0.00219378,-0.05188811
785,-0.19862661,0.00243048,-0.05190432
786,-0.19847545,0.00266184,-0.05191970
787,-0.19833539,0.00282843,-0.05193752
788,-0.19817846,0.00301260,-0.05196011
789,-0.19290756,0.00575410,-0.05161870
790,-0.19274330,0.00598409,-0.05162680
791,-0.19256437,0.00622468,-0.05163497
792,-0.19239257,0.00642756,-0.05165237
793,-0.19221990,0.00654285,-0.05168188
794,-0.19205462,0.00666166,-0.05171770
795,-0.19187234,0.00684311,-0.05175126
796,-0.19169141,0.00699142,-0.05178285
797,-0.18661918,0.00731020,-0.05129719
798,-0.18651943,0.00740807,-0.05132157
799,-0.18643504,0.00741125,-0.05135244
800,-0.18634570,0.00744307,-0.05138248
801,-0.18624505,0.00754797,-0.05140591
802,-0.18614554,0.00765705,-0.05143088
803,-0.18604289,0.00770599,-0.05145764
804,-0.18045528,0.00966848,-0.05085498
805,-0.18038470,0.00975034,-0.05087888
806,-0.18029755,0.00987496,-0.05090356
807,-0.18019100,0.01000372,-0.05092990
808,-0.18006143,0.01002274,-0.05096298
809,-0.17990412,0.01014225,-0.05099279
810,-0.17971239,0.01045662,-0.05101615
811,-0.17311859,0.01385972,-0.05050933
812,-0.17296788,0.01405219,-0.05053306
813,-0.17279482,0.01433521,-0.05054647
814,-0.17263192,0.01459473,-0.05055887
815,-0.17246935,0.01480441,-0.05057096
816,-0.17226401,0.01513539,-0.05058420
817,-0.16628699,0.01707730,-0.04981029
818,-0.16619031,0.01704726,-0.04983604
819,-0.16607228,0.01703004,-0.04986674
820,-0.16595364,0.01705816,-0.04989773
821,-0.16581759,0.01712917,-0.04992306
822,-0.16566366,0.01719674,-0.04994965
823,-0.16549985,0.01731741,-0.04997236
824,-0.15915191,0.02104768,-0.04930288
825,-0.15902543,0.02123460,-0.04931855
826,-0.15888336,0.02143300,-0.04933405
827,-0.15872011,0.02155703,-0.04935127
828,-0.15856753,0.02173428,-0.04936743
829,-0.15841498,0.02197829,-0.04938275
830,-0.15825924,0.02216541,-0.04940069
831,-0.15809481,0.02230152,-0.04941529
832,-0.15094699,0.02690803,-0.04870230
833,-0.15081286,0.02708871,-0.04871583
834,-0.15066683,0.02723178,-0.04873252
835,-0.15051901,0.02730090,-0.04874921
836,-0.15037997,0.02732036,-0.04877222
837,-0.15025066,0.02731045,-0.04879683
838,-0.15013066,0.02729791,-0.04882133
839,-0.15002266,0.02724194,-0.04884493
840,-0.14269160,0.02964857,-0.04821271
841,-0.14258353,0.02964177,-0.04824120
842,-0.14247076,0.02966394,-0.04826897
843,-0.14233816,0.02969944,-0.04829353
844,-0.14220956,0.02973409,-0.04831505
845,-0.14206959,0.02974081,-0.04833466
846,-0.14191368,0.02971411,-0.04835135
847,-0.14175633,0.02966154,-0.04836392
848,-0.13399731,0.03273634,-0.04777682
849,-0.13391350,0.03272227,-0.04779619
850,-0.13383214,0.03269075,-0.04781836
851,-0.13515082,0.03145745,-0.04752398
852,-0.13478659,0.03158003,-0.04750907
853,-0.13449393,0.03171822,-0.04749817
854,-0.13421580,0.03180375,-0.04749107
855,-0.12607835,0.03429859,-0.04687232
856,-0.12582868,0.03437497,-0.04686862
857,-0.12558353,0.03449133,-0.04686499
858,-0.12527172,0.03459379,-0.04686058
859,-0.12502020,0.03469498,-0.04685444
860,-0.12481689,0.03478656,-0.04684943
861,-0.12460923,0.03490133,-0.04684144
862,-0.11603756,0.03769987,-0.04619527
863,-0.11571556,0.03775768,-0.04619461
864,-0.11542751,0.03786811,-0.04619497
865,-0.11515100,0.03797177,-0.04619664
866,-0.11488024,0.03808873,-0.04619819
867,-0.11465704,0.03819425,-0.04620022
868,-0.10658379,0.03989325,-0.04571694
869,-0.10619789,0.04009019,-0.04571515
870,-0.10586666,0.04026342,-0.04571825
871,-0.10556028,0.04033536,-0.04572713
872,-0.10528477,0.04035845,-0.04574025
873,-0.10499397,0.04045502,-0.04574805
874,-0.09729870,0.04134537,-0.04523867
875,-0.09685259,0.04173413,-0.04524237
876,-0.09645419,0.04195261,-0.04524797
877,-0.09612580,0.04211498,-0.04525632
878,-0.09584271,0.04225087,-0.04526550
879,-0.09555578,0.04241812,-0.04527283
880,-0.09531031,0.04247866,-0.04528081
881,-0.09501576,0.04262527,-0.04528797
882,-0.08695316,0.04346020,-0.04484409
883,-0.08654284,0.04363489,-0.04485887
884,-0.08618017,0.04382281,-0.04487008
885,-0.08586051,0.04394432,-0.04488468
886,-0.08556365,0.04397814,-0.04490060
887,-0.08532438,0.04404330,-0.04491538
888,-0.08506476,0.04417297,-0.04492760
889,-0.08476649,0.04436075,-0.04493761
890,-0.07624348,0.04466076,-0.04445726
891,-0.07587706,0.04490557,-0.04446900
892,-0.07551362,0.04511873,-0.04448122
893,-0.07516252,0.04526368,-0.04449433
894,-0.07482645,0.04543640,-0.04450524
895,-0.07452180,0.04559070,-0.04451519
896,-0.07425737,0.04561528,-0.04452729
897,-0.07396335,0.04585588,-0.04453266
898,-0.06609868,0.04713996,-0.04398638
899,-0.06609974,0.04713778,-0.04398543
